priority,url,wp_id,wp_type,title,cluster,template,lane,moz_keywords,moz_best_rank,moz_best_keyword,moz_keyword_list,index_robots,follow_robots,in_sitemap,health_flags,deep_matrix,modified,yoast_title,seo,aeo,geo,client_template
P3,https://bigorange.marketing/marketing-ideas-to-drive-growth/,1564,post,Squeeze the Day Webinar Series: 7 Juicy Marketing Ideas to Drive Growth and Position You for the Recovery,other,supporting-article,untracked,0,,,,index,follow,True,,False,2021-08-03T19:23:34,Webinar Series - Juicy Marketing Ideas to Drive Growth - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/marketing-strategies-lead-generation/,3404,post,5 Bad Marketing Strategies That Guarantee You’ll Never See a Lead From Your Website,other,supporting-article,untracked,0,,,,index,follow,True,,False,2023-04-02T23:15:05,Improve Marketing Strategies To Help Grow - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/msp-marketing-chatgpt-confirmation/,3511,page,2023 MSP Marketing 10 Ways To Add Rocket Fuel with ChatGPT Confirmation,msp-it,confirmation-sink,untracked,0,,,,noindex,follow,False,published-not-in-sitemap|noindex,False,2026-02-17T16:22:11,2023 ChatGPT Resource Confirmation- BigOrange.Marketing,"Keep noindex. Stay out of the sitemap. Do not attach Emelia keywords. Thank-you copy only. No ranking, traffic, lead, or AI-citation promises.",No Direct answer block. No FAQPage. One sentence confirming the form arrived.,Not a citation or entity page. Do not name client results here.,Client confirmation sink. Same robots rule on every account.
P3,https://bigorange.marketing/msp-marketing-resource-confirmation/,3366,page,2026 MSP Marketing Resource eBook Confirmation,msp-it,confirmation-sink,untracked,0,,,,noindex,follow,False,published-not-in-sitemap|noindex,False,2026-02-23T22:30:25,2026 MSP Marketing Resource Confirmation- BigOrange.Marketing,"Keep noindex. Stay out of the sitemap. Do not attach Emelia keywords. Thank-you copy only. No ranking, traffic, lead, or AI-citation promises.",No Direct answer block. No FAQPage. One sentence confirming the form arrived.,Not a citation or entity page. Do not name client results here.,Client confirmation sink. Same robots rule on every account.
P3,https://bigorange.marketing/new-website-for-communications-provider/,2157,post,"New Website for West Hartford, Connecticut Communications Provider",other,supporting-article,untracked,0,,,,index,follow,True,,False,2023-01-20T21:40:20,Communications Provider Gets New Website - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/new-website-for-it-service-provider/,1987,post,BigOrange Launches New Website for IT Service Provider,other,supporting-article,untracked,0,,,,index,follow,True,,False,2023-01-20T21:42:11,New Website for IT Service Provider - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/new-website-vs-website-redesign/,5140,post,New Website vs Website Redesign: How to Choose the Right Path,other,supporting-article,untracked,0,,,,index,follow,True,,False,2025-10-09T14:50:22,New Website vs Website Redesign - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/ogsm-framework/,4757,post,Master Your 2025 Marketing Strategy With the OGSM Framework: Webinar Recap,other,supporting-article,untracked,0,,,,index,follow,True,,False,2025-02-12T11:09:09,Master Your Marketing Plan With OGSM Framework - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/ohio-500-list/,5202,post,Margee Moore Named in Ohio Business Magazine&#8217;s Ohio 500 2025,local-cincinnati,proof-award,untracked,0,,,,index,follow,True,,False,2026-01-09T15:27:58,Margee Moore Named in Ohio 500 List - BigOrange.Marketing,"Citation page. Do not retitle as a hub. Link the award to homepage router plus city-specific proof. No ranking, traffic, lead, or AI-citation promises.",Direct answer: what the list or award is and who issued it. Three FAQs.,"Issuer + year required. If the list is gone, demote or noindex. BOM is not the awarding body.","Client award/list citation. Proof, not a keyword grab."
P3,https://bigorange.marketing/one-page-marketing-plan/,4086,post,One Page Marketing Plan for 2026: EOS or OGSM,other,supporting-article,untracked,0,,,,index,follow,True,,False,2025-10-09T15:05:57,One-page Marketing Plan for 2026 - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/optimize-videos-for-youtube-search/,5042,post,YouTube SEO: How to Optimize Videos for YouTube Search,other,supporting-article,untracked,0,,,,index,follow,True,,False,2025-07-10T11:13:41,How to Optimize Videos for YouTube Search - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/our-work-gorgeous-ebook-content-writing/,1285,post,Our Work: A Recent eBook Content Writing Sample,other,supporting-article,untracked,0,,,,index,follow,True,,False,2021-08-03T19:06:26,Juicy eBook Content Writing - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/our-work-marketing-ebook-content-writing-sample/,1301,post,Our Work: A Marketing eBook Content Writing Sample,other,supporting-article,untracked,0,,,,index,follow,True,,False,2021-08-03T19:04:20,EBook Content Writing Sample - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/our-work-pg-everyday-solutions-consumer-content-writing-samples/,1259,post,Our Work: P&#038;G Everyday Solutions Consumer Content Samples,other,supporting-article,untracked,0,,,,index,follow,True,,False,2021-08-04T14:26:54,Consumer Content Sample - P&G Everyday Solutions Consumer - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/paula-rae-forastiero-web-developer-and-digital-ads-strategist/,3005,page,"Paula Rae Forastiero, Web Developer and Digital Ads Strategist",other,entity-bio,untracked,0,,,,index,follow,True,,False,2026-02-04T10:45:21,"Paula Rae Forastiero, Developer and Digital Strategist - BigOrange.Marketing","About or people pages own identity, not vertical keywords. Canonical about URL. Link out to hubs.",Direct answer: who BigOrange is or who this person is. Three FAQs. Speakable: Who is BigOrange Marketing?,"Legal/brand name, Cincinnati, verticals served. Same Organization facts as Yoast. No award inflation.",Client about/people pages. Identity only. Services stay on hubs.
P3,https://bigorange.marketing/pci-compliance-email-from-quickbooks/,3616,post,PCI Compliance Email from QuickBooks: What Do You Need to Do?,other,supporting-article,untracked,0,,,,index,follow,True,,False,2024-07-18T11:50:17,PCI Compliance Email from QuickBooks- BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/podcast-confirmation/,3364,page,Squeeze the Day Podcast Guest Confirmation,other,confirmation-sink,untracked,0,,,,noindex,follow,False,published-not-in-sitemap|noindex,False,2026-02-23T22:33:26,Confirmation - Podcast Guest - BigOrange.Marketing,"Keep noindex. Stay out of the sitemap. Do not attach Emelia keywords. Thank-you copy only. No ranking, traffic, lead, or AI-citation promises.",No Direct answer block. No FAQPage. One sentence confirming the form arrived.,Not a citation or entity page. Do not name client results here.,Client confirmation sink. Same robots rule on every account.
P3,https://bigorange.marketing/podcast-production-services/,3247,page,Podcast Services,other,event-recap,untracked,0,,,,index,follow,True,,False,2024-01-25T17:50:50,Podcast Production Services - BigOrange.Marketing,"Keep the date in the title. Not a hub. After 18 months, refresh or archive if thin. Link recap takeaways to nearest vertical hub or the homepage router. No ranking, traffic, lead, or AI-citation promises.",Direct answer: what the session covered. Three to five FAQs. No evergreen HowTo unless steps are still true.,Firsthand notes only. Attribute speakers. Do not upgrade an old recap into a 2026 rank claim.,"Client event recap. Dated, then retired or refreshed. Never a second service page."
P3,https://bigorange.marketing/potential-of-video-marketing/,4285,post,Unlocking the Potential of Video Marketing: 5 Proven Tactics,other,supporting-article,untracked,0,,,,index,follow,True,,False,2025-03-28T13:31:03,Unlocking the Potential of Video Marketing - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/privacy-policy/,2668,page,Privacy Policy,other,supporting-article,untracked,0,,,,index,follow,True,,False,2023-07-25T02:30:40,Privacy Policy - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/ready-set-pizza-ingredients-for-a-supreme-website-infographic/,1796,post,"Ready, Set, Pizza: Ingredients  for a Supreme Website (Infographic)",other,supporting-article,untracked,0,,,,index,follow,True,,False,2021-08-03T16:59:14,Website Design Infographic - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/recap-7-juicy-marketing-ideas-to-drive-growth-and-position-you-for-the-recovery-part-1/,1640,post,Recap: 7 Juicy Marketing Ideas to Drive Growth and Position You for the Recovery (Part 1),other,careers,untracked,0,,,,index,follow,True,,False,2021-08-03T17:09:41,Marketing Ideas to Drive Growth - BigOrange.Marketing,Index only while the role is open. Close with noindex when filled. Not a service URL.,One-sentence role summary. No service FAQs.,State Cincinnati or remote facts only. No ranking language.,Client careers page. Close or noindex when the seat fills.
P3,https://bigorange.marketing/recap-7-juicy-marketing-ideas-to-drive-growth-and-position-you-for-the-recovery-part-2/,1642,post,Recap: 7 Juicy Marketing Ideas to Drive Growth and Position You for the Recovery (Part 2),other,careers,untracked,0,,,,index,follow,True,,False,2021-08-03T17:06:23,Digital Marketing Tips for the Rebound: Part 2 - BigOrange.Marketing,Index only while the role is open. Close with noindex when filled. Not a service URL.,One-sentence role summary. No service FAQs.,State Cincinnati or remote facts only. No ranking language.,Client careers page. Close or noindex when the seat fills.
P3,https://bigorange.marketing/recap-7-juicy-seo-tips-to-make-google-love-you/,1724,post,7 Juicy SEO Tips Recap: Tip #3 Test Your User Experience,other,supporting-article,untracked,0,,,,index,follow,True,,False,2023-11-14T17:15:44,SEO Tip #3 - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/request-proposal/,4145,page,Request a Marketing Proposal,other,supporting-article,untracked,0,,,,index,follow,True,,False,2025-02-07T13:16:43,Request a Marketing Proposal - Women Owned Business - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/retargeting-ads-howto/,2780,post,Stalking? No. Retargeting!,other,supporting-article,untracked,0,,,,index,follow,True,,False,2022-08-12T16:14:45,Retargeting Ads: How to Retarget - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/search-everywhere-optimization/,4921,post,Search Everywhere Optimization: The Next Evolution in SEO,other,supporting-article,untracked,0,,,,index,follow,True,,False,2025-05-15T15:08:00,Search Everywhere Optimization: The New SEO - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/seo-is-dead-or-is-it/,4593,post,SEO Is Dead? That Depends On How You Define It,other,supporting-article,untracked,0,,,,index,follow,True,,False,2024-10-15T16:54:17,SEO Is Dead? That Depends On How You Define It - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/seo-optimized-blogging/,4027,post,Get Found and Grow: SEO Optimized Blogging,other,supporting-article,untracked,0,,,,index,follow,True,,False,2025-03-28T13:38:32,Get Found and Grow: SEO Optimized Blogging - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/services/,1108,page,Services,other,supporting-article,untracked,0,,,,index,follow,True,,False,2025-02-07T12:55:28,Services - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/small-business-academy/,5286,post,BigOrange Named to Aileron and JobsOhio Small Business Academy,local-cincinnati,supporting-article,untracked,0,,,,index,follow,True,,False,2026-03-31T13:37:56,We're Going to Aileron Small Business Academy - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to homepage router plus city-specific proof. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/social-media-bigorange/,2815,post,Participating in Conversations on Social Media,other,supporting-article,untracked,0,,,,index,follow,True,,False,2022-05-05T14:29:28,Participating in Conversations on Social Media - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/social-media-content-ideas/,4590,post,Get Killer Social Media Content Ideas at Our Webinar,other,supporting-article,untracked,0,,,,index,follow,True,,False,2024-09-09T14:01:18,New Webinar: Killer Social Media Content Ideas - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/social-media-marketing-linkedin-posts/,4195,post,How to Create Engaging LinkedIn Posts in Bulk,other,supporting-article,untracked,0,,,,index,follow,True,,False,2024-03-28T22:53:15,Social Media Marketing: Create Bulk LinkedIn Posts - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/squeeze-confirmation/,3361,page,Squeeze the Day Free Book Confirmation,other,confirmation-sink,untracked,0,,,,noindex,follow,False,published-not-in-sitemap|noindex,False,2026-02-23T22:33:04,Confirmation - Squeeze the Day Free Book - BigOrange.Marketing,"Keep noindex. Stay out of the sitemap. Do not attach Emelia keywords. Thank-you copy only. No ranking, traffic, lead, or AI-citation promises.",No Direct answer block. No FAQPage. One sentence confirming the form arrived.,Not a citation or entity page. Do not name client results here.,Client confirmation sink. Same robots rule on every account.
P3,https://bigorange.marketing/squeeze-the-day-subscribe/,4072,page,Squeeze the Day Subscription Confirmation,other,confirmation-sink,untracked,0,,,,noindex,follow,False,published-not-in-sitemap|noindex,False,2024-01-25T17:54:29,Squeeze the Day - Marketing Blog - BigOrange.Marketing,"Keep noindex. Stay out of the sitemap. Do not attach Emelia keywords. Thank-you copy only. No ranking, traffic, lead, or AI-citation promises.",No Direct answer block. No FAQPage. One sentence confirming the form arrived.,Not a citation or entity page. Do not name client results here.,Client confirmation sink. Same robots rule on every account.
P3,https://bigorange.marketing/squeeze-the-day-webinar-10-steps-to-creating-a-keyword-and-seo-strategy/,2795,post,Squeeze the Day Webinar: 10 Steps to Creating a Keyword and SEO Strategy You Can Actually Implement,other,event-recap,untracked,0,,,,index,follow,True,,False,2023-11-14T17:15:03,Creating a Keyword and SEO Strategy - BigOrange.Marketing,"Keep the date in the title. Not a hub. After 18 months, refresh or archive if thin. Link recap takeaways to nearest vertical hub or the homepage router. No ranking, traffic, lead, or AI-citation promises.",Direct answer: what the session covered. Three to five FAQs. No evergreen HowTo unless steps are still true.,Firsthand notes only. Attribute speakers. Do not upgrade an old recap into a 2026 rank claim.,"Client event recap. Dated, then retired or refreshed. Never a second service page."
P3,https://bigorange.marketing/squeeze-the-day-webinar-5-ways-to-leverage-hubspot-inbound-marketing/,2791,post,Squeeze the Day Webinar: 5 Ways to Leverage HubSpot Inbound Marketing for Fantastic Lead Gen,other,event-recap,untracked,0,,,,index,follow,True,,False,2022-08-12T16:14:36,HubSpot Inbound Marketing - BigOrange.Marketing,"Keep the date in the title. Not a hub. After 18 months, refresh or archive if thin. Link recap takeaways to nearest vertical hub or the homepage router. No ranking, traffic, lead, or AI-citation promises.",Direct answer: what the session covered. Three to five FAQs. No evergreen HowTo unless steps are still true.,Firsthand notes only. Attribute speakers. Do not upgrade an old recap into a 2026 rank claim.,"Client event recap. Dated, then retired or refreshed. Never a second service page."
P3,https://bigorange.marketing/squeeze-the-day-webinar-7-google-my-business-tips/,2793,post,Squeeze the Day Webinar: 7 Google My Business Tips That Anyone Can Do Today to Help Support Your Google Rankings,other,event-recap,untracked,0,,,,index,follow,True,,False,2022-08-12T16:14:26,Google My Business Tips - BigOrange.Marketing,"Keep the date in the title. Not a hub. After 18 months, refresh or archive if thin. Link recap takeaways to nearest vertical hub or the homepage router. No ranking, traffic, lead, or AI-citation promises.",Direct answer: what the session covered. Three to five FAQs. No evergreen HowTo unless steps are still true.,Firsthand notes only. Attribute speakers. Do not upgrade an old recap into a 2026 rank claim.,"Client event recap. Dated, then retired or refreshed. Never a second service page."
P3,https://bigorange.marketing/squeeze-the-day-webinar-seo-tips-for-2022/,2639,post,Squeeze the Day Webinar: 7 Top SEO Tips for 2022: How to Make Google Love You Now,other,event-recap,untracked,0,,,,index,follow,True,,False,2022-08-12T16:16:44,SEO Tips for 2022: How to Make Google Love You - BigOrange.Marketing,"Keep the date in the title. Not a hub. After 18 months, refresh or archive if thin. Link recap takeaways to nearest vertical hub or the homepage router. No ranking, traffic, lead, or AI-citation promises.",Direct answer: what the session covered. Three to five FAQs. No evergreen HowTo unless steps are still true.,Firsthand notes only. Attribute speakers. Do not upgrade an old recap into a 2026 rank claim.,"Client event recap. Dated, then retired or refreshed. Never a second service page."
P3,https://bigorange.marketing/squeeze-the-day-webinar-series-7-easy-steps-content-marketing-plan/,1693,post,Squeeze the Day Webinar Series: 7 Easy Steps to a Killer Content Marketing Plan That Generates Leads,other,event-recap,untracked,0,,,,index,follow,True,,False,2021-08-03T19:23:11,Marketing Ideas: 7 SEO Tips - BigOrange.Marketing,"Keep the date in the title. Not a hub. After 18 months, refresh or archive if thin. Link recap takeaways to nearest vertical hub or the homepage router. No ranking, traffic, lead, or AI-citation promises.",Direct answer: what the session covered. Three to five FAQs. No evergreen HowTo unless steps are still true.,Firsthand notes only. Attribute speakers. Do not upgrade an old recap into a 2026 rank claim.,"Client event recap. Dated, then retired or refreshed. Never a second service page."
P3,https://bigorange.marketing/squeeze-the-day/,754,page,Squeeze the Day Confirmation,other,confirmation-sink,untracked,0,,,,noindex,follow,False,published-not-in-sitemap|noindex,False,2023-08-10T02:21:58,Squeeze the Day - Marketing Blog - BigOrange.Marketing,"Keep noindex. Stay out of the sitemap. Do not attach Emelia keywords. Thank-you copy only. No ranking, traffic, lead, or AI-citation promises.",No Direct answer block. No FAQPage. One sentence confirming the form arrived.,Not a citation or entity page. Do not name client results here.,Client confirmation sink. Same robots rule on every account.
P3,https://bigorange.marketing/strategic-marketing-plan/,5138,post,10 Steps to Build a Strategic Marketing Plan,other,supporting-article,untracked,0,,,,index,follow,True,,False,2025-12-19T12:03:58,10 Steps to Build a Strategic Marketing Plan - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P3,https://bigorange.marketing/thanks-for-booking/,5292,page,Book-a-Meeting Confirmation,other,confirmation-sink,untracked,0,,,,noindex,follow,False,published-not-in-sitemap|noindex,False,2026-03-26T14:28:25,Thank You - Contact Us - BigOrange.Marketing,"Keep noindex. Stay out of the sitemap. Do not attach Emelia keywords. Thank-you copy only. No ranking, traffic, lead, or AI-citation promises.",No Direct answer block. No FAQPage. One sentence confirming the form arrived.,Not a citation or entity page. Do not name client results here.,Client confirmation sink. Same robots rule on every account.
P3,https://bigorange.marketing/they-ask-you-answer-content-marketing/,5092,post,"How BigOrange Marketing Uses “They Ask, You Answer” Content to Help You Win More Customers",other,supporting-article,untracked,0,,,,index,follow,True,,False,2025-08-07T11:01:46,"They Ask, You Answer Content: Win New Customers - BigOrange.Marketing","One reader job. Refresh stale years in the title. Link to nearest vertical hub or the homepage router. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
