"slug","business","currentBatch","sourceClass","qaReady","mailReady","publicationState","siteUrl","sourceUrl","route","occurrenceCount","sourceBatches","sourceLocator"
"the-edge-fitness-clubs","The Edge Fitness Clubs","radar-next15-20260809-170919","historical-held-or-removed","hold","hold","held-generic-generated-concept","","","/sites/the-edge-fitness-clubs/","1","radar-next15-20260809-170919","C:\Users\dillo\Documents\Codex\projects\dillon-os\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next15-20260809-170919\sites\the-edge-fitness-clubs"
"the-little-gym","The Little Gym","radar-next15-20260809-230919","historical-held-or-removed","hold","hold","held-generic-generated-concept","","","/sites/the-little-gym/","1","radar-next15-20260809-230919","C:\Users\dillo\Documents\Codex\projects\dillon-os\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next15-20260809-230919\sites\the-little-gym"
"theory","Theory","radar-next15-20260809-170919","historical-held-or-removed","hold","hold","held-generic-generated-concept","","","/sites/theory/","1","radar-next15-20260809-170919","C:\Users\dillo\Documents\Codex\projects\dillon-os\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next15-20260809-170919\sites\theory"
"the-restaurant-store","The Restaurant Store","radar-next15-20260810-110919","historical-held-or-removed","hold","hold","held-generic-generated-concept","","","/sites/the-restaurant-store/","1","radar-next15-20260810-110919","C:\Users\dillo\Documents\Codex\projects\dillon-os\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next15-20260810-110919\sites\the-restaurant-store"
"thr-insurance","THR Insurance","phl-2026-w33","week-33-current-review","ready","hold","qa-ready","https://phl-2026-w33.netlify.app/sites/thr-insurance/","http://www.thrinsurance.com/","/sites/thr-insurance/","1","phl-2026-w33","git://dillonmohr8777/dillon-os/origin-pr-281/02_Campaigns/AI Site Builder Outreach Engine/batches/phl-2026-w33/manifest.csv"
"thr-insurance-agency","THR Insurance Agency","radar-next15-20260809-230919","historical-held-or-removed","hold","hold","held-generic-generated-concept","","","/sites/thr-insurance-agency/","1","radar-next15-20260809-230919","C:\Users\dillo\Documents\Codex\projects\dillon-os\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next15-20260809-230919\sites\thr-insurance-agency"
"tm-prestige-home-cash-buyer","TM Prestige Home Cash Buyer","radar-next15-20260809-230919","historical-held-or-removed","hold","hold","held-generic-generated-concept","","","/sites/tm-prestige-home-cash-buyer/","1","radar-next15-20260809-230919","C:\Users\dillo\Documents\Codex\projects\dillon-os\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next15-20260809-230919\sites\tm-prestige-home-cash-buyer"
"towne-book-center-wine-bar","Towne Book Center & Wine Bar","radar-next15-20260810-110919","historical-held-or-removed","hold","hold","held-generic-generated-concept","","","/sites/towne-book-center-wine-bar/","1","radar-next15-20260810-110919","C:\Users\dillo\Documents\Codex\projects\dillon-os\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next15-20260810-110919\sites\towne-book-center-wine-bar"
"train-and-nourish","Train and Nourish","phl-2026-w34","week-34-current-review","ready","hold","qa-ready","https://phl-2026-w34.netlify.app/sites/train-and-nourish/","https://trainandnourish.com/","/sites/train-and-nourish/","1","phl-2026-w34","git://dillonmohr8777/dillon-os/origin-pr-283/02_Campaigns/AI Site Builder Outreach Engine/batches/phl-2026-w34/manifest.csv"
"trend-auto-trader","Trend Auto Trader","radar-next15-20260810-050919","historical-held-or-removed","hold","hold","held-generic-generated-concept","","","/sites/trend-auto-trader/","1","radar-next15-20260810-050919","C:\Users\dillo\Documents\Codex\projects\dillon-os\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next15-20260810-050919\sites\trend-auto-trader"
"trend-painting","Trend Painting","Philadelphia Batch 3","historical-held-or-removed","hold","hold","held-reconstructed-logo","","","/sites/trend-painting/","1","Philadelphia Batch 3","C:\Users\dillo\Documents\Codex\2026-08-04\build-the-next-25-websites-based\batch-phl-2026-08-04-b3\sites\trend-painting"
"udis-conn-orthodontics","Udis & Conn Orthodontics","Cinematic builds 169-178","historical-held-or-removed","hold","hold","removed-3d-cinematic","","","/sites/udis-conn-orthodontics/","1","Cinematic builds 169-178","C:\Users\dillo\Documents\Codex\work\prospect-radar-all-198-20260812\source-next10\02_Campaigns\AI Site Builder Outreach Engine\batches\prospect-3d-scroll-next10-2026-08-10\sites\udis-conn-orthodontics"
"united-metal-construction-llc","United Metal Construction LLC","Philadelphia Batch 4","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/united-metal-construction-llc/","","/sites/united-metal-construction-llc/","1","Philadelphia Batch 4","C:\Users\dillo\Documents\Codex\2026-08-04\monitor-the-session-learn-everything-from\batch-phl-2026-08-04-b4\sites\united-metal-construction-llc"
"uno-chicago-style-pizza","UNO Chicago Style Pizza","radar-next15-20260810-110919","historical-held-or-removed","hold","hold","held-generic-generated-concept","","","/sites/uno-chicago-style-pizza/","1","radar-next15-20260810-110919","C:\Users\dillo\Documents\Codex\projects\dillon-os\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next15-20260810-110919\sites\uno-chicago-style-pizza"
"urgentvet-pottstown","UrgentVet Pottstown","Telegram 3D Next 10","historical-held-or-removed","hold","hold","removed-3d-cinematic","","","/sites/urgentvet-pottstown/","1","Telegram 3D Next 10","C:\Users\dillo\Documents\Codex\work\prospect-radar-ready-80-20260812\dist\sites\urgentvet-pottstown"
"verruni-landscaping","L A Verruni Landscaping","phl-2026-w34","week-34-current-review","ready","hold","qa-ready","https://phl-2026-w34.netlify.app/sites/verruni-landscaping/","http://www.verrunilandscaping.com/","/sites/verruni-landscaping/","1","phl-2026-w34","git://dillonmohr8777/dillon-os/origin-pr-283/02_Campaigns/AI Site Builder Outreach Engine/batches/phl-2026-w34/manifest.csv"
"victor-cafe","Victor Cafe","Philadelphia Batch 1 Â· restored canonical routes","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/victor-cafe/","","/sites/victor-cafe/","1","Philadelphia Batch 1 Â· restored canonical routes","C:\Users\dillo\Documents\Codex\projects\dillon-os\philly-sites\victor-cafe"
"waste-gas-fabricating-company-inc","Waste Gas Fabricating Company, Inc.","Philadelphia Batch 4","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/waste-gas-fabricating-company-inc/","","/sites/waste-gas-fabricating-company-inc/","1","Philadelphia Batch 4","C:\Users\dillo\Documents\Codex\2026-08-04\monitor-the-session-learn-everything-from\batch-phl-2026-08-04-b4\sites\waste-gas-fabricating-company-inc"
"welcome-dental","Welcome Dental","Telegram 3D Next 10","historical-held-or-removed","hold","hold","removed-3d-cinematic","","","/sites/welcome-dental/","1","Telegram 3D Next 10","C:\Users\dillo\Documents\Codex\work\prospect-radar-ready-80-20260812\dist\sites\welcome-dental"
"whitelands-animal-hospital","Whitelands Animal Hospital","Telegram 3D Next 10","historical-held-or-removed","hold","hold","removed-3d-cinematic","","","/sites/whitelands-animal-hospital/","1","Telegram 3D Next 10","C:\Users\dillo\Documents\Codex\work\prospect-radar-ready-80-20260812\dist\sites\whitelands-animal-hospital"
"wholly-grounds","Wholly Grounds Coffeehouse","Telegram 3D Next 10","historical-held-or-removed","hold","hold","removed-3d-cinematic","","","/sites/wholly-grounds/","1","Telegram 3D Next 10","C:\Users\dillo\Documents\Codex\work\prospect-radar-ready-80-20260812\dist\sites\wholly-grounds"
"wilson-s-forklift-service-llc","Wilson's Forklift Service, LLC","Philadelphia Batch 4","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/wilson-s-forklift-service-llc/","","/sites/wilson-s-forklift-service-llc/","1","Philadelphia Batch 4","C:\Users\dillo\Documents\Codex\2026-08-04\monitor-the-session-learn-everything-from\batch-phl-2026-08-04-b4\sites\wilson-s-forklift-service-llc"
"wja-landscaping","WJA Landscaping","phl-2026-w33","week-33-current-review","ready","hold","qa-ready","https://phl-2026-w33.netlify.app/sites/wja-landscaping/","https://www.wjalandscaping.com/","/sites/wja-landscaping/","2","phl-2026-w33 | radar-next15-20260809-230919","git://dillonmohr8777/dillon-os/origin-pr-281/02_Campaigns/AI Site Builder Outreach Engine/batches/phl-2026-w33/manifest.csv"
"wynnewood-eyecare","Wynnewood Eyecare","phl-2026-w34","week-34-current-review","hold","hold","qa-hold","https://phl-2026-w34.netlify.app/sites/wynnewood-eyecare/","https://www.wynnewoodeyecare.com/","/sites/wynnewood-eyecare/","2","phl-2026-w34 | radar-next15-20260809-170919","git://dillonmohr8777/dillon-os/origin-pr-283/02_Campaigns/AI Site Builder Outreach Engine/batches/phl-2026-w34/manifest.csv"
"young-s-electrical-services-inc","Young's Electrical Services Inc.","Philadelphia Batch 4","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/young-s-electrical-services-inc/","","/sites/young-s-electrical-services-inc/","1","Philadelphia Batch 4","C:\Users\dillo\Documents\Codex\2026-08-04\monitor-the-session-learn-everything-from\batch-phl-2026-08-04-b4\sites\young-s-electrical-services-inc"
"zahav","Zahav","Philadelphia Batch 1 Â· restored canonical routes","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/zahav/","","/sites/zahav/","1","Philadelphia Batch 1 Â· restored canonical routes","C:\Users\dillo\Documents\Codex\projects\dillon-os\philly-sites\zahav"
"zbc-general-contracting","ZBC General Contracting","Philadelphia W31 verified 25","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/zbc-general-contracting/","","/sites/zbc-general-contracting/","2","Philadelphia Batch 2 | Philadelphia W31 verified 25","C:\Users\dillo\Documents\Codex\2026-07-29\monitor-this-session-on-cursor-i\work\pr226-site-factory\02_Campaigns\AI Site Builder Outreach Engine\batches\phl-2026-w31\sites\zbc-general-contracting"
"zuber-realty","Zuber Realty","radar-next15-20260810-050919","historical-held-or-removed","hold","hold","held-generic-generated-concept","","","/sites/zuber-realty/","1","radar-next15-20260810-050919","C:\Users\dillo\Documents\Codex\projects\dillon-os\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next15-20260810-050919\sites\zuber-realty"
